所属階層１,所属階層２,所属階層３,所属階層４,所属階層５
キャリアチケット事業本部,就職エージェント事業部,キャリアアドバイザーグループ１,キャリアアドバイザーチーム1,CA渋谷ユニット2
スタッフィング事業本部,介護スタッフィング事業部,ASグループ,AS首都圏Aチーム,
スタッフィング事業本部,介護スタッフィング事業部,新卒教育グループ,新卒教育チームF,
エージェント第二事業本部,保育士エージェント事業部,首都圏拠点グループ,首都圏拠点Aチーム,
エージェント第二事業本部,保育士エージェント事業部,東日本グループ,東日本Aチーム,
レバテック株式会社,ITソリューション事業部,クリエイターゲームグループ,CRゲームフロントチーム,CRGフロント第1ユニット
レバテック株式会社,ITソリューション事業部,コンサルグループ,CNSキャリアアドバイザーチーム,CNSキャリアアドバイザー第3ユニット
法務部,法務グループ,法務Aチーム,,
レバテック株式会社,ITリクルーティング事業部,キャリアアドバイザーグループ,CRキャリアアドバイザーチーム,CR第2ユニット
レバテック株式会社,ITソリューション事業部,福岡グループ(ITソリューション),福岡フロントチーム,福岡フロント第1ユニット
エージェント第一事業本部,看護エージェント事業部,西日本統括グループ,九州グループ,福岡Bチーム
LW経営企画本部,経営企画部,BPO立川チーム,,
レバテック株式会社,インサイドセールス部,リクルートコンサルティンググループ,RC第2チーム,RC第3ユニット
レバテック株式会社,IT新卒紹介事業部,新卒メディアグループ,ビジネスチーム,IS／FSユニット
エージェント第二事業本部,保育士エージェント事業部,事業推進グループ,新卒研修チーム,
エージェント第一事業本部,看護エージェント事業部,東日本統括グループ,船橋グループ,船橋Dチーム
エージェント第一事業本部,看護エージェント事業部,東日本統括グループ,東京日勤グループ,東京日勤Fチーム
マーケティング部,ブランドコミュニケーション室,プロモーショングループ,LTチーム,
レバテック株式会社,ITリクルーティング事業部,大阪グループ(ITリクルーティング),キャリアアドバイザーチーム,インフラユニット
エージェント第一事業本部,介護エージェント事業部,プロフェッショナルグループ,西日本Aチーム,
キャリアチケット事業本部,就職メディア事業部,ビジネスグループ,セールスチーム,セールスユニット1
エージェント第一事業本部,看護エージェント事業部,東日本統括グループ,東京日勤グループ,東京日勤Hチーム
レバテック株式会社,ITリクルーティング事業部,リクルーティングアドバイザーグループ,開発SIRAチーム,SI第4ユニット
エージェント第一事業本部,看護エージェント事業部,東日本統括グループ,東京日勤グループ,東京日勤Gチーム
キャリアチケット事業本部,就職エージェント事業部,キャリアアドバイザーグループ１,キャリアアドバイザーチーム1,CA渋谷ユニット1
レバテック株式会社,ITソリューション事業部,Webベンダーグループ,Webベンダーフロントチーム,Webベンダーフロント第2ユニット
エージェント第一事業本部,看護エージェント事業部,中日本統括グループ,兵庫グループ,兵庫Aチーム
エージェント第一事業本部,介護エージェント事業部,東京日勤グループ,東京日勤Bチーム,
レバテック株式会社,ITリクルーティング事業部,キャリアアドバイザーグループ,開発キャリアアドバイザーチーム,開発第1ユニット
エージェント第一事業本部,介護エージェント事業部,北日本グループ,札幌Bチーム,
エージェント第一事業本部,介護エージェント事業部,関西拠点グループ,京都奈良Cチーム,
レバテック株式会社,IT新卒紹介事業部,新卒紹介グループ,キャリアアドバイザーチーム,CA第1ユニット
エージェント第一事業本部,介護エージェント事業部,北信越・北関東グループ,北信越Bチーム,
